Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Area
90015,1167.663,418.7300668,274.5442236,1.525182578,0.755056954,91331,338.5419584,1
90176,1181.556,418.3022938,275.5283718,1.518182287,0.752421062,91791,338.8445797,1
90231,1159.796,445.2509806,259.2653122,1.717356544,0.812980963,91068,338.9478977,1
90260,1196.254,420.4780916,274.0689009,1.534205779,0.758388284,91653,339.0023618,1
90264,1178.124,408.9285283,281.858841,1.450827396,0.724512304,91447,339.0098734,1
90481,1198.799,409.7641323,281.977795,1.453178724,0.725571675,92264,339.4171287,1
90494,1208.656,427.6731339,270.2006607,1.582798254,0.775137594,92071,339.441511,1
90508,1206.111,414.4114539,278.942451,1.485652156,0.739546864,92011,339.4677668,1
90599,1182.444,432.9544889,266.9800837,1.621673358,0.787239789,91961,339.6383805,1
90605,1257.955,448.3872967,261.2696053,1.716186221,0.812696409,93234,339.6496267,1
90639,1168.399,405.8089767,286.5421369,1.416227928,0.708111103,92250,339.7133484,1
90997,1245.103,425.1416049,272.9535748,1.557560128,0.766679692,92766,340.3835761,1
91010,1196.528,428.4628408,271.0121313,1.580972921,0.774542473,92343,340.4078891,1
91233,1271.386,440.8110544,264.470605,1.666767671,0.800027268,93179,340.8246813,1
91571,1179.116,408.1216527,286.5159999,1.424428837,0.712141681,93026,341.4554412,1
91582,1202.076,436.0937539,268.1121509,1.626534838,0.788679996,93036,341.4759494,1
91671,1251.82,446.6364958,262.1577749,1.703693496,0.809615905,93273,341.6418334,1
91678,1214.367,435.5938924,268.6610274,1.621351249,0.787143814,93416,341.654877,1
91870,1286.118,439.6443118,266.5793117,1.649206418,0.79519618,93731,342.0124515,1
92041,1193.866,440.9058834,266.8912996,1.652005457,0.795978513,93687,342.3306018,1
92169,1153.456,398.911407,295.7132143,1.34898066,0.671173309,93378,342.5685561,1
92981,1209.112,442.6712769,268.7161202,1.64735661,0.794676543,94477,344.0742451,1
93084,1338.893,405.8493977,293.8842226,1.380983961,0.689672559,96777,344.264767,1
93262,1206.743,410.561396,290.6016208,1.412798025,0.706397593,94988,344.5937701,1
93336,1169.293,417.5269276,285.7076302,1.461378288,0.729214186,94432,344.7304543,1
93368,1170.46,442.9813402,269.07607,1.646305226,0.794380261,94486,344.7895442,1
93548,1241.752,460.1698344,260.4665467,1.766713769,0.824389693,95271,345.1217364,1
94187,1189.983,436.3324045,275.3624198,1.584574993,0.775714461,95403,346.298445,1
94287,1217.589,440.1625026,274.6010294,1.602916433,0.781533848,96147,346.4822318,1
94651,1199.819,424.7418673,284.9276281,1.490700885,0.741615331,95964,347.1503941,1
95349,1276.178,483.6912557,252.0172274,1.919278538,0.853538904,96842,348.4280663,1
95737,1284.958,431.6200414,283.3158307,1.523458962,0.754412165,97477,349.1362689,1
95824,1306.551,451.4416501,272.1346295,1.658890862,0.797882947,98004,349.2948699,1
96192,1220.012,448.888428,273.8383004,1.639246326,0.792373357,97341,349.9649387,1
96319,1252.315,434.9804617,283.4827237,1.534416123,0.758465069,98108,350.1958876,1
97054,1265.438,428.8218966,288.6922782,1.485394411,0.739440543,99061,351.529502,1
97060,1246.469,407.9240222,303.8983052,1.342304367,0.667078404,98830,351.5403678,1
97746,1326.664,447.6472123,279.0098748,1.604413509,0.781998177,99567,352.7804878,1
98277,1289.679,436.3537019,287.6784698,1.516810425,0.751899126,100632,353.7374206,1
100846,1297.77,469.2856553,274.4239104,1.71007568,0.811199544,102015,358.3310133,1
102015,1271.97,456.791895,286.8944214,1.592195111,0.778161905,103901,360.4019037,1
102379,1296.377,456.7220677,286.557574,1.593823054,0.778679239,104111,361.0443066,1
105542,1265.623,466.1359799,288.9993416,1.61293094,0.784610228,107112,366.5791156,1
115967,1359.763,449.4549693,331.3052699,1.356618835,0.675754534,118497,384.2574271,1
180805,1631.287,631.507181,369.9237547,1.70712795,0.810470702,184775,479.8000374,2
180948,1578.418,571.5790899,404.2273452,1.414004017,0.707001977,182446,479.9897386,2
181020,1593.456,594.8962104,388.8031964,1.530070267,0.756870603,182766,480.0852241,2
181118,1654.091,632.3590715,370.3584898,1.707424263,0.810544168,185974,480.21516,2
181168,1672.524,653.0310215,360.1947076,1.812994493,0.834126191,186215,480.2814402,2
181181,1601.361,576.0441326,403.3586388,1.428118992,0.713925403,183119,480.2986716,2
181460,1662.937,645.9213641,360.1997962,1.793230787,0.83007437,184707,480.6683345,2
181748,1602.238,587.5345751,395.9814683,1.483742604,0.738757487,183366,481.049624,2
181822,1603.247,579.5137629,401.9407076,1.441789179,0.720377032,183395,481.1475455,2
181877,1596.933,596.6735481,389.934948,1.53018741,0.756913805,183602,481.220312,2
181985,1622.689,597.6705159,390.6550596,1.529918789,0.756814721,184037,481.363167,2
181992,1639.252,642.9683401,363.7281438,1.767716771,0.824610109,184472,481.3724247,2
182090,1621.335,617.0719422,379.3651246,1.626591118,0.788696578,183882,481.5020132,2
182178,1655.89,635.9195747,368.3386072,1.726453763,0.815169845,183979,481.6183487,2
182361,1634.593,608.4481311,385.2641755,1.579301087,0.773995183,184578,481.8601837,2
182494,1653.298,614.2726257,387.0123388,1.587217161,0.776567947,189173,482.0358674,2
182755,1630.171,616.8017129,379.60729,1.624841591,0.788180139,184677,482.3804443,2
182835,1612.474,572.7845688,408.7107613,1.401442348,0.700603718,184739,482.4860124,2
182940,1636.335,624.297759,376.421904,1.658505396,0.797777077,185434,482.6245355,2
182972,1640.716,587.4675312,398.9277317,1.472616428,0.734079576,185353,482.6667442,2
182976,1623.533,617.4970769,380.3828735,1.623356676,0.787740233,184527,482.67202,2
183019,1641.758,624.6280809,375.9565751,1.661436778,0.798579995,184890,482.7287315,2
183093,1626.402,606.628063,386.8273814,1.568213865,0.770311209,185169,482.8263124,2
183153,1627.014,608.6434692,385.1108888,1.580436926,0.774367242,185326,482.9054176,2
183243,1653.91,621.0828564,380.4553283,1.632472488,0.790418086,187180,483.0240511,2
183410,1635.855,614.4548917,384.2737319,1.599003108,0.780312618,185080,483.2441049,2
183422,1639.468,621.549178,380.415314,1.633870023,0.790823874,186364,483.2599133,2
183483,1669.563,634.1044843,374.9097183,1.691352487,0.806493607,187798,483.3402646,2
183612,1610.186,590.3071646,396.9258523,1.487197574,0.740182875,185076,483.5101439,2
183754,1630.759,625.5357421,376.067177,1.663361709,0.799104499,185287,483.6970739,2
183825,1594.423,582.2252398,402.7620548,1.445581163,0.72212432,185116,483.7905118,2
183924,1623.448,631.112949,373.1654798,1.691241508,0.806465163,185666,483.9207683,2
184018,1653.655,627.8334712,376.1729395,1.66900222,0.800629029,186286,484.0444138,2
184172,1632.704,632.6632699,373.8460925,1.692309436,0.806738598,186777,484.2469137,2
184245,1671.122,620.9515398,385.1374477,1.612285545,0.784414055,189905,484.3428743,2
184246,1642.028,646.5775398,365.2053645,1.770449185,0.825208377,186178,484.3441887,2
184259,1644.594,628.1734098,377.5461788,1.663831989,0.799232312,186648,484.3612756,2
184362,1653.005,615.7104168,384.505067,1.60130638,0.781032714,187863,484.4966346,2
184398,1623.758,613.8688831,385.6430029,1.591806096,0.778037997,187032,484.5439356,2
184491,1656.324,618.6363355,383.1531609,1.614592802,0.785114057,187848,484.6661086,2
184715,1664.133,643.8353874,368.5698852,1.746847513,0.81993278,187214,484.9602484,2
184827,1607.292,599.8428246,393.4595067,1.52453509,0.754815056,186978,485.1072514,2
184936,1622.171,621.6169728,380.3633655,1.634271408,0.790940189,186576,485.250274,2
185104,1607.624,588.7555844,402.5758805,1.462471084,0.729693661,187253,485.4706301,2
185149,1647.795,645.0968411,368.5878257,1.750184884,0.820693835,186539,485.5296371,2
185350,1641.849,604.6545875,392.9410131,1.538792255,0.760053674,187679,485.793114,2
185677,1612.79,582.4894601,408.7146632,1.425173874,0.712503289,187533,486.2214505,2
185896,1652.683,618.1100834,387.6740194,1.594406776,0.778864267,187616,486.5081072,2
185950,1641.868,622.9177351,383.0486918,1.626210319,0.788584341,188551,486.5787638,2
186003,1660.027,633.3096037,374.2694279,1.692122189,0.806690699,187431,486.6481019,2
186103,1646.095,622.0727101,384.8835009,1.616262346,0.785618328,189236,486.7789015,2
186401,1757.418,672.2481021,359.7590937,1.868606281,0.844751849,191438,487.1684764,2
186431,1677.124,642.8633744,375.0821166,1.71392702,0.812145171,189926,487.2076781,2
186439,1663.337,627.8109193,382.6947468,1.640500489,0.792732192,188370,487.2181313,2
186509,1672.052,655.6987562,366.1175097,1.790951645,0.829597171,189519,487.3095877,2
186519,1621.151,583.4342733,410.5504252,1.421102592,0.710518061,188837,487.3226515,2
186542,1664.973,624.6485737,383.9255226,1.627004554,0.788818326,188989,487.3526969,2
186618,1640.612,609.8680528,391.8326654,1.556450257,0.766296076,188480,487.4519642,2
186765,1648.501,635.8735911,377.526881,1.684313417,0.804676337,188680,487.6439106,2
187129,1600.835,576.3698506,416.2622526,1.384631556,0.691669896,189047,488.1188818,2
187588,1654.357,593.1580854,405.8803103,1.461411333,0.729228705,189950,488.7171572,2
187645,1652.744,630.5905427,381.280443,1.653875918,0.79649867,189828,488.7914017,2
187761,1664.833,615.0686123,393.7663939,1.56201398,0.768208999,192202,488.942461,2
187777,1674.447,638.4466932,376.9398753,1.69376268,0.807109712,190000,488.9632931,2
188247,1691.965,664.1887128,368.0132442,1.804795679,0.832463864,194252,489.5748406,2
188362,1657.968,639.8234602,377.824013,1.69344308,0.807028193,191016,489.7243583,2
188557,1648.893,620.4363873,390.1882187,1.590095132,0.777491708,190364,489.977784,2
188888,1655.013,630.198992,384.8905254,1.637346077,0.791827784,191255,490.4076581,2
188980,1696.319,650.0019914,374.7298894,1.734588059,0.817093087,192822,490.5270728,2
189236,1659.042,616.7189285,394.2323971,1.564353749,0.769005963,191867,490.8592043,2
189378,1715.619,651.0513743,378.4024657,1.720526247,0.813748237,195616,491.0433367,2
189503,1676.898,651.1912386,373.2266916,1.744760633,0.819454304,191559,491.2053679,2
190062,1654.448,631.5148944,384.6502895,1.641789728,0.793100038,191654,491.9293185,2
190130,1653.353,632.0055466,385.2937073,1.640321486,0.792681037,191870,492.0173113,2
190239,1658.79,615.3651524,394.5142925,1.559804458,0.76745234,192195,492.1583259,2
190505,1693.703,648.0574493,376.3201004,1.722090977,0.814125178,192570,492.5022837,2
190600,1660.623,619.8668961,394.902905,1.569669122,0.770800216,192978,492.6250676,2
190728,1696.174,665.988505,368.9420171,1.805130547,0.832532268,192377,492.7904543,2
190919,1627.569,596.8968719,408.8116613,1.4600779,0.728641811,192563,493.0371392,2
191042,1677.604,629.0483912,389.4610204,1.615176765,0.785290653,193440,493.1959338,2
191093,1686.806,635.7172404,386.4785077,1.644896748,0.793982285,194125,493.2617604,2
191366,1681.844,642.8971264,383.3926337,1.676863533,0.802723457,193330,493.6139774,2
191369,1683.208,650.4560824,381.3812679,1.705527085,0.81007302,194562,493.6178466,2
191554,1682.544,635.3960003,385.9308518,1.646398564,0.794406592,193468,493.8563837,2
191584,1634.627,580.6355825,421.0280125,1.379090144,0.688626991,193466,493.8950546,2
191756,1699.14,659.992234,373.0010084,1.769411393,0.824981528,193517,494.116709,2
192018,1667.608,637.5186106,385.1775668,1.655129129,0.796845999,193459,494.4541545,2
192106,1680.348,605.2438765,407.4641658,1.485391667,0.739439411,194851,494.5674433,2
192239,1729.088,678.5730082,364.1296181,1.863547963,0.843829857,194337,494.7386147,2
192812,1678.819,654.8477552,378.2192824,1.731397064,0.81634239,194740,495.475391,2
193432,1682.466,638.9842855,387.7218947,1.64804798,0.794871003,195899,496.2713689,2
193584,1693.359,637.0427226,390.5938548,1.630959409,0.789977336,197382,496.4663171,2
193700,1638.311,578.1835433,429.9621282,1.344731327,0.668576945,195583,496.6150419,2
194219,1695.206,639.867505,392.1446533,1.63171294,0.790197019,197270,497.2799123,2
194330,1672.373,628.0549768,395.8854849,1.586456187,0.776322666,196056,497.4219946,2
195076,1671.831,629.855816,397.1060279,1.586114971,0.776212545,196829,498.3758395,2
195106,1648.761,619.8388104,404.0092287,1.534219435,0.75839327,197343,498.4141597,2
195332,1691.955,624.8906194,402.3179203,1.553225914,0.765175845,198864,498.7027439,2
195455,1716.411,633.8275833,396.8950789,1.596965085,0.779672291,198403,498.859735,2
196076,1692.04,641.3045356,393.1082329,1.631368875,0.790096756,199295,499.6515956,2
196157,1685.806,643.0574262,390.6051794,1.646310546,0.794381762,198513,499.7547892,2
196212,1747.118,682.7367865,370.0172739,1.845148415,0.840403107,199571,499.8248469,2
196264,1668.132,628.0231974,400.8060181,1.566900618,0.769868483,198006,499.8910741,2
196411,1687.198,654.8413345,384.0744664,1.704985339,0.809938142,197945,500.0782461,2
197245,1702.646,642.0772453,396.0853901,1.621057634,0.787056268,200777,501.1388371,2
197598,1687.798,641.6806396,395.1927607,1.623715572,0.787846689,199491,501.5870688,2
198209,1672.222,617.1342071,412.1567577,1.497328857,0.744290547,200587,502.3619581,2
198281,1725.184,650.6859375,392.475928,1.657900246,0.797610692,201595,502.453192,2
198323,1689.617,646.5186691,393.3605137,1.643577956,0.793608541,201273,502.5064042,2
198671,1686.769,623.2703818,410.10045,1.519799312,0.753033996,201134,502.9470883,2
198796,1739.161,689.3857988,372.7612894,1.849402871,0.84120581,202308,503.1052857,2
198997,1716.787,653.6835728,392.2606567,1.666452043,0.799942038,201507,503.359563,2
199021,1747.665,705.4098964,364.7685377,1.933856195,0.855924066,202063,503.3899159,2
199437,1707.904,634.5901354,403.7199053,1.571857436,0.771532417,201610,503.915742,2
199669,1690.464,625.7629325,411.065652,1.522294381,0.753974953,202954,504.2087531,2
199788,1749.634,685.9410473,375.6152944,1.826179758,0.836745993,202653,504.3589814,2
200116,1773.379,636.1081262,402.3250586,1.581080056,0.774577472,202634,504.7728249,2
200419,1716.101,651.2283237,394.7898344,1.649556972,0.795294421,202151,505.1548241,2
200662,1706.597,635.674095,403.7872339,1.574279823,0.772338574,202914,505.4609713,2
200714,1688.8,612.1030514,420.6495529,1.455137768,0.726449214,203767,505.5264602,2
201447,1780.967,660.7194827,400.6828906,1.648983518,0.795133675,210441,506.4487008,2
201491,1671.7,610.8914983,421.5739849,1.449073046,0.723717519,203393,506.504007,2
201946,1713.493,665.4332105,388.2992918,1.71371214,0.812092608,203438,507.0755694,2
202236,1685.383,633.5119695,408.9218693,1.549224967,0.763773753,203633,507.439526,2
202280,1715.349,652.9293624,396.3776547,1.647240591,0.794643882,204687,507.4947242,2
202363,1709.543,628.335887,413.0076401,1.521366256,0.75362561,204085,507.5988317,2
202626,1715.46,644.7516591,406.4288112,1.58638276,0.776298976,207843,507.9285737,2
203101,1734.279,650.4675322,402.3138876,1.616816004,0.785785139,206039,508.5235735,2
203179,1732.071,676.9838845,388.0407184,1.744620738,0.819422158,206073,508.6212122,2
203296,1716.579,627.5124928,416.8053569,1.505528858,0.747538554,205470,508.7676351,2
203536,1735.247,648.1573185,401.698875,1.613540288,0.784795183,206049,509.0678579,2
203643,1719.307,649.4395429,402.097855,1.615128096,0.785275943,206242,509.2016502,2
203657,1685.938,605.7621375,432.3898213,1.400962991,0.70035497,206515,509.2191532,2
203677,1728.486,662.5508971,393.5188546,1.683657312,0.804505578,205511,509.2441563,2
203686,1722.932,660.997605,394.6847598,1.674748235,0.80216333,206087,509.2554073,2
203688,1738.084,676.0589864,389.1160899,1.737422338,0.817755826,207028,509.2579075,2
203793,1754.602,664.2640948,397.0850735,1.67285083,0.801658757,207056,509.3891504,2
204023,1700.494,621.6446109,422.1989012,1.47239751,0.733986166,207033,509.6765167,2
204413,1780.349,712.9073514,371.3047474,1.920006023,0.853659382,208732,510.16342,2
204635,1706.37,635.1262868,412.6639162,1.539088498,0.760160606,206334,510.4403729,2
204774,1739.277,659.2536003,398.65381,1.653699485,0.796449695,209024,510.6137038,2
205358,1737.704,653.993204,404.0643305,1.618537333,0.786302439,207809,511.3413013,2
205476,1746.64,679.0974408,386.4526105,1.757259292,0.822290479,207384,511.4881902,2
205889,1779.422,687.7230434,384.4723515,1.788745122,0.829133175,208651,512.0019694,2
206303,1734.416,666.0177998,395.9859468,1.681922819,0.804053018,207854,512.5164756,2
206702,1735.169,663.5370804,401.7599413,1.651576009,0.79585879,209401,513.0118521,2
206979,1795.101,712.4086751,379.0117206,1.879648138,0.846735265,214037,513.3554789,2
207034,1753.619,665.63523,399.9981325,1.664095844,0.799303966,209699,513.4236807,2
207561,1752.359,667.5314214,400.3320376,1.667444418,0.800209818,210438,514.0767191,2
207673,1755.004,659.2733366,405.1692712,1.627155324,0.788862697,210788,514.2153984,2
208477,1726.086,642.6828882,416.1311172,1.544424009,0.762073452,210800,515.2098219,2
208502,1770.466,674.4861852,401.0171551,1.681938482,0.804057113,212629,515.2407122,2
208936,1752.441,663.4179617,405.3769925,1.63654567,0.791597299,211979,515.7766741,2
210260,1739.133,648.6103637,417.8989247,1.552074737,0.7647738,213691,517.4082978,2
210910,1748.332,675.7077433,400.4043103,1.68756361,0.805518772,212898,518.2074415,2
211734,1776.585,679.8398711,400.169975,1.698877761,0.808407039,213916,519.2187417,2
212510,1769.746,670.9666466,408.5605262,1.642269881,0.79323677,216642,520.1693336,2
213012,1753.363,638.1534743,427.1834359,1.493862872,0.742897232,215532,520.7833541,2
213022,1849.699,721.2160984,384.3779694,1.87632007,0.846141626,218065,520.7955782,2
213307,1785.693,664.7511897,414.6074684,1.603326617,0.781661226,219982,521.1438454,2
214138,1763.646,653.1324411,422.1838463,1.547033234,0.762999966,217249,522.157993,2
214563,1765.021,659.112828,417.5290886,1.578603374,0.773766151,217833,522.6759,2
215005,1836.047,713.366837,390.0451377,1.828934059,0.837285088,219894,523.2139795,2
215107,1772.436,680.4892103,406.9402925,1.672208977,0.801487609,217799,523.3380731,2
216075,1767.457,684.2747669,404.0402969,1.693580497,0.80706325,217769,524.5142845,2
217182,1811.572,704.3042088,396.8257458,1.774845045,0.826164169,220372,525.8561693,2
218077,1795.577,710.8683797,394.6904946,1.801078033,0.831701502,220398,526.9385735,2
218738,1810.955,682.4655468,412.0814484,1.65614237,0.797126135,223507,527.7365551,2
218983,1845.855,713.9672821,394.0538164,1.81185222,0.833896143,222086,528.032021,2
221203,1792.381,689.2430553,412.2568809,1.671877626,0.801399164,224322,530.7018061,2
221428,1812.571,679.7200367,417.6382009,1.627533198,0.788973839,225247,530.9716432,2
222737,1847.94,722.4940683,396.6969714,1.821274475,0.835778955,225516,532.538784,2
223035,1817.278,680.8125549,419.9943465,1.621004093,0.787040298,225889,532.894907,2
223165,1827.554,669.0993605,428.401186,1.56185226,0.768153752,226058,533.0501881,2
224267,1770.662,640.4429454,449.3396784,1.425298001,0.712563462,226132,534.3646816,2
225335,1802.309,676.7098296,428.7621503,1.578287237,0.773662254,228491,535.635541,2
225405,1796.132,663.2439941,435.8378565,1.52176775,0.753776829,228671,535.7187318,2
226687,1839.808,720.6955205,405.5372409,1.777137703,0.826659415,231500,537.2400326,2
226806,1812.548,679.9753874,428.6803406,1.586206138,0.776241976,229994,537.381027,2
230867,1815.073,671.6153919,440.686418,1.524021083,0.75462275,233243,542.1706318,2
231066,1787.859,641.9042752,460.1984968,1.394842181,0.697148261,232903,542.4042484,2
233751,1849.371,706.9930758,423.527988,1.669294818,0.800707613,237344,545.5465304,2
234898,1869.885,695.1376297,432.5894199,1.606922402,0.782772808,238265,546.883372,2
237270,1921.685,738.1445017,412.9216472,1.787613962,0.828894543,240671,549.6376504,2
241322,1895.94,726.3734932,427.3701205,1.699635652,0.80859809,244319,554.3110259,2
248424,1884.557,715.0530398,446.0436176,1.603101158,0.781591227,251082,562.4084465,2
251432,1919.868,719.1256904,450.9261867,1.594774736,0.778980775,257425,565.8031152,2
254616,1985.37,738.8601535,447.4183287,1.651385529,0.795805652,263261,569.3743583,2
45504,793.417,295.4698306,196.3118225,1.505104618,0.747372158,45972,240.7020819,3
45666,789.77,274.8633573,211.8851392,1.297228104,0.636987114,46074,241.1301662,3
48373,825.148,313.570417,197.8987002,1.584499629,0.77569004,49026,248.1741657,3
49245,822.642,301.392791,208.3464437,1.446594363,0.72258815,49720,250.4010411,3
49882,891.505,357.1890036,179.8346914,1.986207449,0.864011494,51042,252.0153467,3
50954,865.763,330.155474,198.4615253,1.663574204,0.799162267,51704,254.7089472,3
51643,855.523,307.9956112,213.6247263,1.441760121,0.720363573,52139,256.4252519,3
52448,882.474,336.9594211,199.0051127,1.69321992,0.80697124,53082,258.4160747,3
53609,893.456,354.7254337,193.354325,1.83458753,0.838382964,54085,261.2605955,3
54076,893.989,342.7424247,203.259513,1.68623067,0.805173976,55293,262.3960778,3
54137,905.416,356.3926718,195.4373656,1.823564653,0.836231556,54769,262.5440329,3
54343,867.59,303.847956,228.0162327,1.3325716,0.660951387,54907,263.0430698,3
54680,899.793,353.5776383,198.3140946,1.782917341,0.827898128,55370,263.8574204,3
55501,898.191,345.523159,207.0296994,1.668954551,0.800616222,56394,265.8309011,3
55544,924.19,357.6967019,198.2257211,1.804491868,0.832401765,56205,265.9338588,3
55549,914.595,348.4861956,205.1891003,1.698366019,0.808277868,56517,265.9458281,3
55608,918.716,348.4501558,205.4062325,1.696395243,0.807779129,56288,266.0870245,3
55722,897.584,318.9323359,225.0086389,1.417422626,0.708704064,56736,266.3596327,3
55938,909.933,347.2764794,205.5303842,1.689660051,0.806059118,56664,266.8753897,3
55972,897.386,342.4919163,208.7955762,1.640321709,0.7926811,56563,266.956483,3
56270,920.481,374.09942,194.0923458,1.927430052,0.854880123,57445,267.6661898,3
56376,921.455,350.6922928,205.3987297,1.707373231,0.810531519,57032,267.9181826,3
56627,922.876,356.1840294,203.0456968,1.754206245,0.821604177,57280,268.5139395,3
56675,898.464,344.9441908,210.2250507,1.640832953,0.79282715,57180,268.6277186,3
56679,911.133,355.9458366,204.8914494,1.73724105,0.817713549,57531,268.637198,3
56834,910.081,341.5703246,212.3913014,1.608212401,0.783169393,57509,269.0042682,3
57017,903.559,349.8119042,210.8011319,1.65944035,0.798033715,58127,269.437004,3
57017,903.261,355.3339372,205.4576502,1.729475329,0.815887951,57649,269.437004,3
57391,921.48,362.5686078,203.7016423,1.779900268,0.827253235,58763,270.3192385,3
57549,929.955,362.9373998,204.5544341,1.77428273,0.826042363,58471,270.6910833,3
57617,901.703,344.4109267,213.7818121,1.61103942,0.784034479,58093,270.8509606,3
57786,916.524,331.8750114,224.9344364,1.475429982,0.735275342,59196,271.2478946,3
57853,930.73,358.6434909,207.2421815,1.730552575,0.816142909,58737,271.4050983,3
57862,951.333,372.4370305,201.9925213,1.84381594,0.840150402,59220,271.4262083,3
57907,915.319,360.6609553,206.6959192,1.744886675,0.819483259,58999,271.5317335,3
58094,922.37,350.1062379,212.8556695,1.644805792,0.793956543,58691,271.969811,3
58102,907.665,334.8035816,223.8662565,1.495551794,0.743577709,58986,271.9885366,3
58252,950.381,363.1910348,208.034821,1.745818479,0.819697094,59974,272.3394021,3
58634,930.427,351.8374671,214.941906,1.636895632,0.791698124,59677,273.230905,3
58740,942.69,370.6574503,204.0034152,1.816917869,0.834912559,59701,273.4777703,3
58822,942.558,368.175038,206.6187731,1.781905064,0.827682177,60179,273.6685888,3
58877,964.919,376.8503384,202.2688788,1.863115772,0.843750686,60278,273.7965023,3
58961,936.527,363.145456,208.2099472,1.744131156,0.819309586,59576,273.9917459,3
59039,930.334,349.7941673,217.0338863,1.611703008,0.784236743,60458,274.1729189,3
59041,931.502,359.7792308,211.3235495,1.702504201,0.809318484,60026,274.1775628,3
59183,934.857,353.5773491,214.6713018,1.647063888,0.794594122,59939,274.5070782,3
59208,958.477,371.6911507,203.7493708,1.82425668,0.836367936,60037,274.5650505,3
59338,940.712,352.1829755,215.7836786,1.632111278,0.790313002,59999,274.8663095,3
59344,944.279,355.4247825,214.7311272,1.655208479,0.79686796,60734,274.8802058,3
59387,930.813,361.3864657,210.6642569,1.715461707,0.812519908,59877,274.9797753,3
59397,965.459,384.1332599,197.1741672,1.948192633,0.858211481,60021,275.0029259,3
59413,920.796,348.2599063,218.4122537,1.594507178,0.778896067,60023,275.0399627,3
59423,950.19,361.9590866,210.8999607,1.716259621,0.812714275,60550,275.0631082,3
59468,945.536,370.0789421,205.5291693,1.80061518,0.831606207,60107,275.1672387,3
59516,939.011,353.4800427,216.6419379,1.631632574,0.790173606,60643,275.2782678,3
59618,927.753,340.2482659,224.5974328,1.514925,0.751178891,60538,275.5140562,3
59652,964.522,378.7807886,204.0263776,1.856528519,0.842536203,61244,275.5926075,3
59758,953.234,350.9536995,220.0849284,1.594628501,0.778934484,60714,275.8373592,3
59769,934.18,348.4229806,220.9427975,1.576982751,0.773232728,60962,275.8627455,3
59780,977.357,390.3998131,196.3249131,1.98853934,0.864355261,60533,275.8881295,3
59788,929.595,338.3942039,225.9940329,1.497359021,0.744302619,60493,275.9065891,3
59841,936.317,354.6469346,217.6413436,1.629501678,0.789551313,61068,276.0288528,3
60063,942.016,356.0390298,216.2132923,1.646702782,0.794492373,60728,276.540389,3
60108,921.726,351.5022062,218.5511185,1.608329477,0.783205329,60547,276.6439635,3
60169,964.548,370.0253756,211.503431,1.749500582,0.820538199,62285,276.7843026,3
60427,975.052,389.5320302,200.6184292,1.941656267,0.857175627,61767,277.3770826,3
60515,931.443,346.2961144,223.4780809,1.549575301,0.763897061,61176,277.5789816,3
60592,919.006,354.2600075,218.4582782,1.621636911,0.787228933,61008,277.7555229,3
60633,957.86,365.2227575,212.5224049,1.718514138,0.813261752,61556,277.8494796,3
60814,920.166,349.6813614,222.401283,1.572299209,0.771679777,61353,278.263885,3
60956,951.012,368.4262449,211.2337842,1.744163446,0.819317014,61512,278.588567,3
61013,943.222,344.0611383,229.2631251,1.500726025,0.745644339,62063,278.7187908,3
61025,973.886,376.083334,208.2543717,1.805884462,0.832686113,62070,278.7461986,3
61105,962.336,366.6975351,213.6564854,1.716294895,0.812722861,61842,278.9288482,3
61129,964.969,369.3481688,210.9473449,1.750902193,0.820856751,61796,278.9836198,3
61204,953.807,376.0897293,208.6121823,1.802817674,0.832058917,61712,279.1547118,3
61251,982.269,388.8096551,201.9641391,1.925142042,0.854505594,62068,279.2618759,3
61355,968.9,371.1537468,212.8814491,1.743476232,0.819158825,62711,279.4988592,3
61422,968.493,363.9807572,216.3316136,1.682513023,0.804207199,62310,279.6514247,3
61453,964.166,369.2961794,213.1988044,1.732168153,0.816524236,62238,279.7219865,3
61464,948.743,361.5067374,217.5064023,1.662051018,0.798747599,62161,279.7470203,3
61475,964.033,376.1844412,208.6360672,1.803065243,0.832109684,62087,279.7720519,3
61493,957.394,371.099128,211.8087959,1.752047768,0.821116453,62177,279.8130078,3
61498,959.953,367.9021131,215.9102461,1.703958565,0.809682094,63004,279.8243834,3
61531,953.732,366.9656041,215.5767218,1.7022506,0.809254969,62121,279.8994506,3
61587,929.716,344.5567628,227.8365162,1.512298241,0.75016981,62069,280.0267913,3
61636,959.365,368.6321344,214.9134491,1.715258566,0.812470373,62421,280.1381669,3
61707,961.198,367.4445707,214.4825404,1.713167748,0.811959337,62435,280.2994695,3
61720,977.621,379.5612911,208.5169476,1.820289888,0.835583773,62412,280.3289937,3
61747,952.441,360.101053,220.61887,1.632231427,0.790347965,62884,280.3903033,3
61876,954.989,376.5905518,209.7023092,1.795834071,0.830616882,62369,280.683042,3
61918,960.372,353.1381442,224.0962377,1.575832543,0.772852917,62627,280.7782864,3
61944,955.718,361.9657801,219.9610851,1.645590082,0.794178345,62873,280.8372311,3
62080,952.938,352.9881785,225.4791303,1.565502661,0.769395693,62772,281.1453555,3
62114,961.586,360.3624473,220.2068869,1.636472194,0.791576121,62796,281.2223339,3
62128,937.54,354.1882333,224.6542455,1.576592655,0.773104028,62849,281.2540247,3
